Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
BH-A18M,0.41788632,0.40314063,0.69508576,0.5257518,0.46415195,0.3792814,0.7670841,0.4898392,0.33671433,0.68420434,0.8137947,0.5560667,0.55390185,0.66734785,0.6395681,0.6767521,0.76939523,0.28157037,0.8050238,0.56155336,0.76377594,0.7250672,0.47558612,0.511995,0.34361365,0.58020717,0.76059604,0.7106918,0.64133394,0.7365095,0.34507883,0.55361545,0.6186125,0.7387161,0.3737899,0.65233004,0.6842282,0.6943579,0.42261308,0.5197381,0.68078375,0.25119463,0.68428683,0.9237338,0.66532314,0.3303257,0.40370357,0.6056014,0.38548642,0.47785705,0.6743137,0.60044116,0.58730274,0.6732765,0.5986503,0.55945754,0.48308957,0.75265276,0.7645004,0.7327441,0.29746407,0.55345756,0.49653235,0.49338046,0.57346964,0.38558462,0.575652,0.17136389,0.73437774,0.42009395,0.6273138,0.8125563,0.6845628,0.5387453,0.18699436,0.56836027,0.5743357,0.65241206,0.73618925,0.6667291,0.32713044,0.740244,0.29519662,0.51898605,0.36208397,0.36968455,0.45986527,0.5593302,0.524633,0.5811103,0.4114982,0.62507355,0.77347386,0.41053185,0.542071,0.4459659,0.51184285,0.40123904,0.78175664,0.32772082
BH-A18N,0.38579738,0.89041007,0.71563554,0.33290148,0.49675065,0.81870306,0.26425308,0.6992315,0.9144995,0.7186334,0.8393494,0.3630488,0.3850634,0.4954964,0.5958638,0.5386726,0.5133283,0.27537984,0.6026566,0.8430375,0.21492636,0.65803313,0.44174168,0.48274684,0.068175115,0.16247752,0.8133608,0.8622805,0.73148996,0.749609,0.45008928,0.77690655,0.8283528,0.24786338,0.5504218,0.44071636,0.89616084,0.7568483,0.23960423,0.56744444,0.2954729,0.90871453,0.49617648,0.80479634,0.17657004,0.5688082,0.58162,0.26975828,0.8959577,0.0949387,0.79891324,0.43773636,0.652724,0.6640817,0.42376095,0.23736733,0.3375283,0.32748494,0.33942658,0.88266677,0.45960513,0.5813197,0.67005455,0.22901237,0.64933807,0.60375893,0.708942,0.50858665,0.85918665,0.8156538,0.9013498,0.39666742,0.25729668,0.37779367,0.56846756,0.31008786,0.38475695,0.7214977,0.80618936,0.60334045,0.6820077,0.29191718,0.46374327,0.51123506,0.1331948,0.7840053,0.68658066,0.3321124,0.6492292,0.8956124,0.12702273,0.72889113,0.5059208,0.27785313,0.46435088,0.3431018,0.44982088,0.48515958,0.8403463,0.23939434
BH-A18P,0.7044511,0.45537233,0.20697081,0.2656884,0.6262025,0.49391657,0.8175146,0.28328502,0.14790171,0.82675874,0.47135967,0.25367767,0.18712324,0.47342277,0.8641776,0.7307785,0.5445189,0.36780542,0.46402436,0.62662345,0.25702617,0.75509953,0.58857536,0.61874294,0.9184054,0.44473436,0.5098456,0.7472107,0.50605804,0.5367643,0.687255,0.64527005,0.8255371,0.64700747,0.4688585,0.21761416,0.7831514,0.7165265,0.956348,0.2241763,0.8800604,0.35708326,0.56878173,0.250754,0.603142,0.21121453,0.20320936,0.36452556,0.82351905,0.9296514,0.5095672,0.19063541,0.33779037,0.7402595,0.52571094,0.34936875,0.90093935,0.88881725,0.87249565,0.2785012,0.38493934,0.34480447,0.41602415,0.324597,0.5125226,0.69106054,0.46875766,0.8698513,0.7116184,0.76939625,0.4899231,0.55460495,0.29804206,0.42958802,0.29782078,0.9148055,0.8099079,0.6848287,0.64123964,0.52743983,0.8923416,0.9156265,0.3754898,0.6554226,0.5930609,0.8216068,0.2527429,0.49673527,0.7484834,0.3625619,0.28866243,0.83707213,0.6211467,0.42538434,0.4542984,0.79227483,0.24380966,0.5903084,0.38286185,0.5551985
BH-A18Q,0.48738492,0.49734342,0.25629693,0.44599035,0.35208088,0.08191961,0.75705343,0.8903583,0.7982303,0.69483715,0.25827643,0.7538768,0.683616,0.63645,0.120291784,0.810902,0.6932293,0.19255732,0.47923344,0.5191231,0.31173176,0.37066916,0.15684813,0.7574506,0.7075775,0.58497965,0.7207124,0.20716241,0.59435403,0.5864273,0.74787295,0.20290008,0.29872417,0.6813118,0.21578091,0.15640615,0.73829377,0.7965151,0.5305298,0.4451731,0.42901602,0.7721194,0.31405258,0.39667895,0.71609616,0.3681213,0.86857903,0.8686483,0.5669925,0.40761,0.41214454,0.41157585,0.7673285,0.27537435,0.36069137,0.17841658,0.2643208,0.45063344,0.4160116,0.83827364,0.7536307,0.60301465,0.31284535,0.15804361,0.69198835,0.9444096,0.6919456,0.43810225,0.22593649,0.37332174,0.4995733,0.31437737,0.4888584,0.24499616,0.69816434,0.6417749,0.8493279,0.64661956,0.51802593,0.6932868,0.7040476,0.8173107,0.61801976,0.32535112,0.83581984,0.80961007,0.9155442,0.908717,0.12578106,0.6056074,0.58874935,0.28053212,0.4637944,0.6254196,0.7895337,0.8255502,0.11169647,0.73559356,0.29867053,0.8038726
BH-A18R,0.5147917,0.4142428,0.080785885,0.09053263,0.3591693,0.6558484,0.55872893,0.785846,0.49746746,0.7239598,0.20295964,0.24888307,0.3809276,0.14436482,0.7903356,0.8266798,0.39023757,0.73397493,0.35694808,0.5780436,0.070952736,0.7461411,0.48615527,0.48562574,0.8223693,0.85995,0.4370927,0.2346127,0.7847047,0.19822851,0.8097768,0.64665097,0.9363226,0.60660774,0.23291554,0.24059306,0.55011094,0.28158033,0.51928824,0.7814312,0.4842906,0.55230564,0.74708295,0.7524712,0.5602575,0.68211865,0.51238316,0.5259447,0.854408,0.6923564,0.38727766,0.53841925,0.09874806,0.44644386,0.86168087,0.33621192,0.7175792,0.84994525,0.31147605,0.4984923,0.41782978,0.23713979,0.31687167,0.114849776,0.6255972,0.8076396,0.59825194,0.75087297,0.7785103,0.74121594,0.4540884,0.4955452,0.5272715,0.7454479,0.5052899,0.53106135,0.78241754,0.72379285,0.37887222,0.31732267,0.8394536,0.55669594,0.5331913,0.6807232,0.7742563,0.6829486,0.50135124,0.3956993,0.7632563,0.5210302,0.73121953,0.86610067,0.25606257,0.5769874,0.79204816,0.42247108,0.53710383,0.4398951,0.30697376,0.58637816
BH-A18V,0.6601647,0.83621246,0.5059764,0.8584796,0.34440356,0.17908737,0.64052707,0.3321459,0.9243256,0.52531046,0.40251952,0.9297138,0.49363303,0.17479824,0.42681396,0.7336744,0.804829,0.56645423,0.1262559,0.1329045,0.4956326,0.29142758,0.75013876,0.88224626,0.88935995,0.2527639,0.73298466,0.28081465,0.5368474,0.23549291,0.7990452,0.103912175,0.35613006,0.66141164,0.16067572,0.16383162,0.36235657,0.64851874,0.670372,0.82886446,0.43497586,0.14093389,0.15592845,0.30018798,0.76770186,0.6725704,0.87448287,0.6978135,0.58949924,0.9133657,0.8482056,0.28981918,0.5263489,0.4217044,0.14589503,0.77616507,0.6414306,0.7295238,0.378458,0.7060981,0.73827225,0.7104552,0.10624692,0.05213138,0.8740946,0.933197,0.7749174,0.6370723,0.15115054,0.19450538,0.4971872,0.6324611,0.7093329,0.38509068,0.76380026,0.4777026,0.7684565,0.15284447,0.21142898,0.8745109,0.798433,0.68133163,0.66967916,0.6297898,0.49441868,0.5003301,0.20403203,0.8851149,0.18545793,0.7787515,0.48996758,0.65370226,0.27174595,0.7933051,0.8882556,0.71691406,0.16798869,0.35915598,0.17824139,0.59460396
BH-A1EN,0.14924791,0.91062856,0.21344672,0.4534787,0.8158028,0.8934397,0.38891783,0.15496913,0.39892614,0.08057302,0.35042822,0.17884026,0.5343236,0.37537464,0.8798524,0.71255815,0.28958178,0.9088273,0.11703957,0.53992856,0.103477135,0.3171644,0.33092028,0.12358828,0.7593415,0.9648542,0.7081779,0.9717107,0.50608116,0.1475255,0.9433992,0.8120887,0.7523781,0.18027642,0.42334336,0.73659354,0.15904191,0.15344091,0.9239917,0.8181202,0.76834947,0.7228799,0.37943146,0.36682582,0.8567858,0.32009715,0.5239162,0.17180692,0.38132825,0.3977263,0.20956929,0.7801502,0.42500418,0.8042686,0.67309415,0.82291704,0.49602866,0.86580247,0.40453815,0.43288812,0.8184187,0.34450635,0.8100989,0.5277689,0.7054104,0.49120772,0.11112559,0.7033826,0.18274766,0.910841,0.8494231,0.34520304,0.12496087,0.7771699,0.57873255,0.9067918,0.8868987,0.22575828,0.17703152,0.1653345,0.45190895,0.7238206,0.944423,0.8682342,0.31793973,0.4737298,0.9010897,0.5524677,0.70698494,0.06837439,0.9182924,0.418076,0.12024161,0.60731953,0.30975488,0.30146778,0.8853111,0.38475478,0.3127356,0.91358626
BH-A1EO,0.5764948,0.43840724,0.62167597,0.901279,0.53219587,0.6156049,0.78451127,0.09698039,0.098484546,0.33612746,0.85690117,0.47671098,0.908021,0.26340413,0.7652507,0.9465296,0.77692014,0.1970441,0.52664876,0.43617398,0.8254862,0.9493009,0.93515253,0.8885883,0.40673625,0.24565032,0.86695313,0.7259541,0.8302317,0.15696192,0.26614472,0.20150128,0.6117008,0.5183149,0.26149845,0.4031337,0.94157624,0.9264456,0.34451127,0.23937306,0.80216116,0.4296841,0.74421954,0.8829467,0.6335046,0.451468,0.62868035,0.13852862,0.7464741,0.7194896,0.917197,0.61705065,0.6117573,0.91434014,0.6997272,0.50975895,0.43760565,0.91061294,0.39974713,0.49114686,0.6032661,0.62896985,0.18587673,0.2673904,0.3534723,0.2007228,0.9305961,0.5087135,0.62624025,0.2961051,0.74120384,0.6178541,0.37179703,0.18966225,0.16435504,0.5376325,0.6151823,0.42558804,0.74042857,0.37035882,0.4352235,0.7398091,0.8129771,0.5984112,0.23874594,0.2319588,0.29487032,0.2597906,0.3459819,0.44389498,0.19268602,0.16571313,0.63230747,0.44501883,0.19902363,0.24421957,0.5607151,0.2779709,0.7614647,0.28624368
BH-A1ES,0.41584927,0.6350139,0.6289426,0.12755646,0.36381018,0.9322767,0.71890676,0.3750152,0.40509903,0.69692385,0.8360033,0.871247,0.43194056,0.14644535,0.56402534,0.5737936,0.90584886,0.5505808,0.62324136,0.8262738,0.11943777,0.5438281,0.43235004,0.5784038,0.9073832,0.57934743,0.93415403,0.5495139,0.72707856,0.30981764,0.6135354,0.6127444,0.9003959,0.6323879,0.15490794,0.88056743,0.7404513,0.8528506,0.21410732,0.60621434,0.3679689,0.6608689,0.69224393,0.5360765,0.1272029,0.7014551,0.75534225,0.068949595,0.9208398,0.21025279,0.90488535,0.41722986,0.6210345,0.8067528,0.68493366,0.23415774,0.75801754,0.75735533,0.40511587,0.31543848,0.6017394,0.40949637,0.65258193,0.22516188,0.34708863,0.30079293,0.8963119,0.8717501,0.4326914,0.7540865,0.77159864,0.8570958,0.23048107,0.11522845,0.5078764,0.5690163,0.49672237,0.89587104,0.7972416,0.40492713,0.6683913,0.92058134,0.2137888,0.63090116,0.5958264,0.4150766,0.41597968,0.23391615,0.7746006,0.41089287,0.19796333,0.4773841,0.6167327,0.14000267,0.33478048,0.24684963,0.70877016,0.24069297,0.6609889,0.5661062
BH-A1ET,0.4556769,0.18193796,0.58022696,0.52074915,0.8042965,0.7143192,0.7011462,0.8260023,0.61075324,0.4029249,0.55789804,0.64983124,0.40143976,0.5560535,0.62098646,0.61872077,0.17085463,0.3578636,0.32232323,0.58617014,0.60080105,0.88094765,0.5900198,0.22240156,0.3337896,0.384076,0.82095057,0.70507747,0.5361759,0.8632113,0.46470794,0.65111506,0.84131306,0.8155879,0.5572248,0.8368099,0.49797052,0.33505094,0.31595743,0.4556213,0.52235126,0.83231956,0.40484872,0.7191611,0.53485745,0.22224943,0.380912,0.43074277,0.53140277,0.17105858,0.5607847,0.3410843,0.9058806,0.52942246,0.83828783,0.310626,0.26804134,0.5708568,0.67882437,0.19410594,0.45255566,0.5857636,0.74839234,0.8093512,0.9149055,0.50818,0.6622042,0.47174042,0.75200784,0.9072267,0.8012943,0.8976386,0.23718527,0.5870461,0.20589599,0.8991014,0.78564537,0.4821123,0.7870047,0.5369245,0.65605134,0.52887535,0.28470165,0.88969046,0.21765962,0.5411798,0.7348819,0.1862883,0.7490057,0.13384666,0.60103774,0.3596266,0.5327206,0.6038478,0.12612914,0.48441648,0.24186486,0.3088146,0.68113935,0.2974292
BH-A1EU,0.1879008,0.17541802,0.8526118,0.8079188,0.8264707,0.574615,0.8108548,0.86483806,0.38847125,0.3544042,0.47696677,0.782286,0.51462406,0.4911533,0.7547843,0.9172817,0.40003985,0.08476889,0.5285734,0.433978,0.8014229,0.9652175,0.5466515,0.38869426,0.13473679,0.26599458,0.8604954,0.34839863,0.8186439,0.70125735,0.45622814,0.49143064,0.8172649,0.8583769,0.26031798,0.37530684,0.6066473,0.39952585,0.20014238,0.18942116,0.64447683,0.5990347,0.38985816,0.9430202,0.35838622,0.09204277,0.7334103,0.66725266,0.5742916,0.47340053,0.45343453,0.26991022,0.8911106,0.5454235,0.86991596,0.13604122,0.17892225,0.8439489,0.8268025,0.32840452,0.6306987,0.69330955,0.4626522,0.63495517,0.6836619,0.55907464,0.8847417,0.27004948,0.5134742,0.804447,0.8683054,0.83472145,0.6239916,0.39831358,0.04527609,0.8158192,0.80421555,0.51932454,0.81120336,0.52744484,0.75799036,0.48489666,0.42577538,0.6250626,0.12170522,0.7567551,0.6109202,0.3512729,0.42702806,0.25800413,0.11585303,0.27217314,0.7799648,0.6945958,0.18554924,0.7330444,0.09398383,0.57444113,0.635522,0.3983932
BH-A1EV,0.7331197,0.17842823,0.20730571,0.7560191,0.77356887,0.7342096,0.4242798,0.09177828,0.06189408,0.19582565,0.28039467,0.2093717,0.056938887,0.5623619,0.2930127,0.770779,0.45710778,0.7240393,0.29130203,0.69016045,0.13469818,0.7166433,0.5453131,0.8957753,0.83063495,0.7525631,0.8178991,0.7595792,0.39712566,0.28208402,0.55882853,0.80310506,0.62821186,0.10998361,0.71579474,0.86065555,0.9035932,0.3536749,0.80759776,0.4213668,0.8145399,0.55481017,0.360982,0.44129673,0.47436538,0.1838964,0.6346652,0.18771473,0.87451637,0.84928536,0.26403132,0.48903978,0.6215816,0.85972404,0.6298318,0.385468,0.84604824,0.53118986,0.6618591,0.3111128,0.15889555,0.6719363,0.38801396,0.0831638,0.9020313,0.74236745,0.60030824,0.50327265,0.2146405,0.39415708,0.9207353,0.76262885,0.47065172,0.643721,0.24685995,0.95981383,0.80006015,0.47425005,0.53176206,0.7844439,0.6678996,0.87094504,0.6598684,0.8677512,0.6197951,0.29664832,0.71577513,0.6110953,0.68218917,0.33235157,0.79793173,0.90143204,0.38750005,0.51820487,0.15325163,0.17724994,0.38310117,0.31008244,0.3287214,0.7434405
BH-A1EX,0.49787092,0.56547666,0.37406692,0.78213775,0.31738046,0.6367208,0.6797952,0.1074571,0.10635114,0.22838193,0.60054857,0.6708677,0.6546086,0.5799806,0.62613505,0.7948911,0.50983167,0.4327678,0.50593144,0.6248678,0.46191114,0.7467902,0.80732363,0.5299989,0.52591175,0.6667633,0.7158189,0.5934373,0.51654595,0.38809758,0.39968878,0.5433355,0.6387946,0.47370258,0.6400028,0.6132083,0.40209138,0.7693378,0.7370292,0.2874572,0.84484375,0.5963539,0.6527263,0.5293035,0.41158843,0.41085172,0.5362717,0.44770867,0.86176026,0.71534777,0.6469837,0.70644933,0.5677709,0.772853,0.46288955,0.48983395,0.6674778,0.74980664,0.844906,0.2767232,0.47032705,0.7290962,0.41323823,0.79436314,0.68019974,0.73826957,0.58992183,0.5419556,0.39942092,0.783357,0.62507623,0.6072639,0.3083244,0.22599201,0.1905421,0.7796885,0.8252298,0.17915921,0.4935509,0.7292184,0.43647245,0.7362777,0.65273035,0.8194521,0.18430123,0.33035168,0.40862334,0.58616835,0.40116033,0.14886053,0.5846302,0.48308915,0.8738557,0.8016567,0.32107067,0.47802353,0.32642293,0.4359115,0.37206328,0.4301229
BH-A1EY,0.6348763,0.42668432,0.61292833,0.86310256,0.69636613,0.7432442,0.540966,0.3089599,0.22375005,0.07663368,0.66937804,0.61194605,0.7751483,0.6724119,0.7328711,0.6420498,0.64018995,0.5115702,0.68151987,0.52927905,0.7862636,0.7500411,0.82948864,0.39111528,0.54815453,0.5343723,0.53686756,0.72216165,0.4891731,0.24658509,0.2658639,0.7043632,0.66004777,0.40760607,0.8300682,0.35575834,0.20895201,0.6587775,0.41659907,0.7228361,0.8833488,0.27027854,0.27825978,0.5771527,0.4020463,0.4876295,0.43640178,0.33924693,0.7537536,0.57601756,0.57670784,0.66259885,0.54413325,0.846833,0.39838058,0.27777058,0.75482005,0.8034705,0.8858924,0.4591497,0.70081913,0.56144255,0.5945519,0.65321606,0.6957952,0.17221177,0.51933634,0.46265954,0.40944386,0.6498159,0.71500015,0.69334084,0.6806183,0.39823407,0.48721611,0.6151782,0.67337734,0.3643583,0.610615,0.4627437,0.4735785,0.45582998,0.6154018,0.7790946,0.27679622,0.4670992,0.5087382,0.7188667,0.5749124,0.32670173,0.38586932,0.44933382,0.8476013,0.57565755,0.6275679,0.4393925,0.704769,0.48641312,0.6452824,0.31308824
BH-A1F0,0.46056038,0.8645813,0.8017013,0.8513089,0.6060245,0.12851186,0.69162625,0.5937883,0.68170387,0.3846577,0.37289795,0.95525557,0.7182119,0.43984428,0.5552604,0.9414259,0.80752707,0.29975915,0.2655049,0.17935908,0.7464777,0.92389095,0.65617317,0.8083672,0.25686353,0.25959796,0.67551064,0.39938846,0.51230526,0.30374932,0.81744874,0.31892094,0.3991452,0.8376864,0.18408039,0.09872624,0.17419088,0.6455544,0.81865185,0.4997043,0.633166,0.30477667,0.2736339,0.7436917,0.5626727,0.47169095,0.7543965,0.7153423,0.45228595,0.71951056,0.46767348,0.73326445,0.73822784,0.13557985,0.6026758,0.5504338,0.33509707,0.82549495,0.5713941,0.7005768,0.71142685,0.8069394,0.20084576,0.37587866,0.5218337,0.91742325,0.6112036,0.45012984,0.1897831,0.6200153,0.4622386,0.4741947,0.82266396,0.34055683,0.34308076,0.3786269,0.86496824,0.122218564,0.32009822,0.75108576,0.8628218,0.6855468,0.8760958,0.8055755,0.5909357,0.3599816,0.6799567,0.86188185,0.08203113,0.7081381,0.53762794,0.10779472,0.26427278,0.93974066,0.90726244,0.92469597,0.12856443,0.67987764,0.21096145,0.5727999
BH-A1F2,0.31932926,0.18385482,0.10678456,0.24357416,0.6057089,0.8349102,0.58569586,0.11242654,0.1851202,0.5870285,0.68369496,0.58711934,0.68579966,0.4122773,0.8579442,0.9489527,0.28349802,0.5975768,0.15131275,0.3241619,0.3955022,0.87525517,0.77183306,0.39673206,0.3154325,0.40607336,0.8112955,0.5548446,0.7686455,0.5341549,0.40428597,0.82982516,0.9092499,0.5402334,0.23820898,0.659116,0.37713593,0.6157001,0.32784092,0.25629824,0.8443066,0.84255874,0.9154058,0.8849745,0.91527,0.35053545,0.86490816,0.40631956,0.35176352,0.6705772,0.58013624,0.68511057,0.56488603,0.66837066,0.89124644,0.9304055,0.48751998,0.8973203,0.22057152,0.106118806,0.33927596,0.4088006,0.15358233,0.5688131,0.788877,0.64622146,0.6018493,0.6397946,0.7736943,0.8151803,0.56732357,0.935082,0.32606485,0.546513,0.11494525,0.91521114,0.8717303,0.4839279,0.21749252,0.14177115,0.66373014,0.5637342,0.47658327,0.9064511,0.6280889,0.21022321,0.31967577,0.33612803,0.77141494,0.29467222,0.5982827,0.23717034,0.47440866,0.81859577,0.6668256,0.50825804,0.49344862,0.12558399,0.1743933,0.8389251
BH-A1F5,0.5864572,0.15774685,0.5573662,0.26083422,0.3295427,0.8427026,0.3262188,0.53970695,0.7238584,0.8260585,0.80671275,0.21677227,0.41593367,0.37004304,0.68291014,0.83736694,0.26688766,0.28329903,0.17797765,0.696375,0.18649618,0.910398,0.74579215,0.23055962,0.1390016,0.2552725,0.9171314,0.82551694,0.37302154,0.4572978,0.2728541,0.7933532,0.81970423,0.73787755,0.12911332,0.67830765,0.7957581,0.8619826,0.40477797,0.73825943,0.5258713,0.7835086,0.8125199,0.90504974,0.18515164,0.5638334,0.5661881,0.16900443,0.7410049,0.35215312,0.8781257,0.5004177,0.8834526,0.73568034,0.9234644,0.19885808,0.301213,0.7638173,0.7082381,0.76913875,0.3583973,0.19495307,0.5739418,0.34110546,0.74024045,0.7196634,0.8561032,0.8485572,0.74333954,0.7183588,0.279136,0.82402426,0.06446802,0.16671118,0.14150205,0.23635028,0.52002233,0.45896614,0.8232702,0.20893306,0.85902655,0.7286405,0.5465852,0.900369,0.0837186,0.59760845,0.4255997,0.11311498,0.78048396,0.28145766,0.22727823,0.5001542,0.18783504,0.7428816,0.37285167,0.2765473,0.24890645,0.24033688,0.78825676,0.35157672
BH-A1F6,0.83205366,0.86022735,0.7292181,0.85657215,0.36521083,0.49535656,0.61316955,0.4035421,0.855125,0.51731133,0.5586012,0.826583,0.65731454,0.41417933,0.29824847,0.65013397,0.82068753,0.6885759,0.24673894,0.5098543,0.52309906,0.5701666,0.4362535,0.86034083,0.7171439,0.6404058,0.5125199,0.39755833,0.4905573,0.3105447,0.7155217,0.39517808,0.2760632,0.43391773,0.40900445,0.34014773,0.30899054,0.71269006,0.72781724,0.75541705,0.39947563,0.33841956,0.38777342,0.26543683,0.7805771,0.8591385,0.6428488,0.7212007,0.3580001,0.2751379,0.7389364,0.7767872,0.5707597,0.33442938,0.14505592,0.7228981,0.33703214,0.64312667,0.22162068,0.8489067,0.7284831,0.793689,0.58061206,0.5156102,0.3578454,0.7748786,0.78144026,0.5597739,0.24608348,0.55816853,0.2637186,0.2811653,0.61214817,0.48117155,0.7129618,0.24402407,0.5439327,0.12497841,0.26341254,0.90484166,0.6088548,0.6444095,0.87142473,0.31655708,0.5813421,0.5141536,0.577517,0.8007472,0.10688707,0.53399086,0.8595419,0.2885943,0.42959303,0.85723186,0.7769965,0.56335425,0.42297095,0.6806121,0.34094927,0.6435666
BH-A1F8,0.6064042,0.15674284,0.28987908,0.69110304,0.40415362,0.7395601,0.26887885,0.35848242,0.6244572,0.6476262,0.6605674,0.56218,0.73307693,0.17642772,0.4560588,0.91976273,0.22780085,0.6241751,0.44440013,0.6759726,0.33184004,0.9194844,0.8309491,0.093439244,0.45173886,0.39039916,0.25177976,0.32775715,0.49080074,0.27292955,0.7215565,0.76581913,0.90043014,0.59338546,0.27908683,0.88508093,0.54809237,0.65095544,0.17771143,0.41179863,0.64958876,0.7855769,0.63299483,0.8868923,0.83976173,0.6590123,0.8762443,0.35147423,0.23529732,0.6276729,0.8400466,0.4211076,0.48797616,0.67337245,0.8797088,0.3763197,0.66562593,0.68959945,0.45298886,0.37710077,0.33928484,0.12312326,0.3139165,0.844645,0.6685722,0.6408514,0.60301715,0.7103812,0.7767772,0.8268503,0.26361287,0.813195,0.20140682,0.5403252,0.3410827,0.40278697,0.62903845,0.23549691,0.6693904,0.15255712,0.6853444,0.70630956,0.56994957,0.878359,0.17412041,0.42210352,0.15971786,0.12408137,0.79274976,0.7426687,0.27277797,0.42107856,0.54165626,0.854891,0.46924537,0.3559694,0.58085155,0.22893855,0.6470884,0.23476216
BH-A1FB,0.3299001,0.5052905,0.86526835,0.44441032,0.41842064,0.56250024,0.84022504,0.3810449,0.29329404,0.5453485,0.8607894,0.5110468,0.67502356,0.61360526,0.518447,0.8916901,0.4625203,0.12150648,0.6266326,0.51177824,0.79037803,0.8368983,0.8066851,0.76738787,0.17356414,0.34764862,0.7680101,0.63698226,0.84185123,0.6339142,0.5637226,0.51629865,0.47067112,0.931648,0.29813755,0.33208168,0.6099325,0.5983484,0.40406632,0.27488595,0.8057331,0.33848375,0.7378714,0.83490247,0.20149553,0.3212694,0.35618037,0.53263426,0.61839956,0.44570243,0.6961775,0.64708954,0.90336865,0.47881848,0.75682104,0.26662564,0.2405504,0.8851656,0.8148345,0.5815751,0.44184577,0.76663566,0.4582342,0.7489344,0.37361655,0.7114475,0.86570865,0.3602283,0.3046649,0.6119591,0.39470187,0.76636964,0.6547607,0.29292548,0.12703344,0.5863723,0.6139444,0.6832448,0.68639976,0.30271682,0.29378065,0.74804133,0.45413506,0.6863128,0.57740855,0.3764925,0.7651856,0.5396415,0.25721782,0.16091873,0.42138276,0.32957995,0.7654402,0.71651953,0.35978025,0.5996779,0.2741403,0.44467032,0.6528073,0.8163719
BH-A1FC,0.8103141,0.72268116,0.43956274,0.67525476,0.21530078,0.3645638,0.8321923,0.8410842,0.9676552,0.8977828,0.20800455,0.9425491,0.39614666,0.08890871,0.28322855,0.5536269,0.89552486,0.45911944,0.099682935,0.41980332,0.5018983,0.6835179,0.9192332,0.7850741,0.7878961,0.498429,0.11961498,0.37385666,0.38704735,0.46783096,0.82548034,0.082139835,0.3889989,0.7739872,0.45614433,0.48763824,0.5517455,0.5982162,0.5825122,0.7015047,0.5109712,0.69978493,0.18224609,0.12475334,0.7791552,0.7424489,0.92982966,0.81305295,0.5943595,0.81847155,0.5271114,0.5606115,0.31918913,0.14103244,0.14490235,0.55764663,0.6973566,0.2042759,0.19437583,0.83304316,0.9138081,0.69189686,0.24870113,0.5344285,0.10957059,0.8219835,0.73583305,0.82087266,0.58593184,0.09153805,0.13444868,0.18788612,0.72115666,0.91168654,0.90553045,0.14733073,0.60699284,0.37578613,0.27911815,0.40528122,0.9653618,0.62171423,0.8425681,0.42658448,0.5573096,0.6313361,0.47977632,0.5455412,0.5402591,0.91274357,0.5067644,0.4519867,0.16584411,0.7468963,0.9465095,0.93614626,0.3667931,0.8754406,0.26392826,0.607925
BH-A1FD,0.4758762,0.26804206,0.55968857,0.8107315,0.6899692,0.5097098,0.6296112,0.50635535,0.5775167,0.9111531,0.5281132,0.6236609,0.22526586,0.15953092,0.48764592,0.6311109,0.7418239,0.6734213,0.44344613,0.45716894,0.58517593,0.64991766,0.61629534,0.5318948,0.71962136,0.44095972,0.4378248,0.65322864,0.32821092,0.55235225,0.8325336,0.29567596,0.72338575,0.29121542,0.73283476,0.6059979,0.84723437,0.46212557,0.299572,0.67054003,0.6294421,0.77147603,0.36855435,0.54019153,0.76398146,0.40915638,0.6788838,0.2442565,0.36350945,0.75218314,0.39390916,0.4436919,0.6126345,0.7801254,0.36860776,0.4402018,0.90175736,0.45793146,0.23431706,0.40976834,0.5456063,0.58053017,0.4817863,0.644352,0.68314993,0.35695666,0.6074497,0.8372575,0.70763856,0.32391673,0.63624877,0.7818867,0.50478053,0.6394538,0.5496012,0.7570316,0.37814024,0.45426732,0.66969264,0.45062,0.86535335,0.759341,0.6818681,0.7895918,0.21444467,0.46177098,0.30370915,0.18319097,0.8711943,0.7169267,0.24731413,0.6946769,0.48211476,0.47192505,0.38188854,0.22990504,0.5754399,0.38632247,0.8503941,0.24948026
